epoch,lr,train_f1,train_iou,train_prec,train_rec,train_loss,train_bnd,val_f1,val_iou,val_prec,val_rec,val_loss
86,6.966049315278797e-06,0.8707858418815592,0.7795350050323465,0.812941730759117,0.9407167166806338,0.5700603725535146,0.3580886613954319,0.5950204073451459,0.5074436120630708,0.5861694502527826,0.6400471846573055,1.082688783062622
87,6.210898173872208e-06,0.8703232386808717,0.7799498569262162,0.8125210049447049,0.9399807188618048,0.571526093295451,0.3580696565381596,0.5939311449074012,0.5082748690383596,0.598050843400415,0.627339414850212,1.097784926649183
88,5.504176515066467e-06,0.8714141063141019,0.7804708651277457,0.812536755572544,0.9430144957277212,0.5700674603159508,0.3582569015662322,0.5917396640579682,0.5060276628937572,0.5957720945589244,0.6240566274063895,1.1103630017023534
89,4.846657128619455e-06,0.8750033898969715,0.7845165966183282,0.8160248831751641,0.9463663048121368,0.5628226944234934,0.3569246385874373,0.595931666855904,0.510783146486574,0.5987653150805272,0.6275918678456947,1.1075728293508291
90,4.239059002326683e-06,0.8722430381882057,0.7817562030942252,0.8133401869388109,0.9433572649955748,0.5647217546621065,0.3567385953129007,0.5943628364584583,0.5075327390823077,0.5901754937658552,0.6325538404944382,1.1062176045961678
91,3.6820465358185858e-06,0.8698714909426282,0.7805073633120301,0.8114939750245448,0.940041719000326,0.5687095410033558,0.3575673441873507,0.5969171411124989,0.5124568228820863,0.6029222610814031,0.6254109033943678,1.107524971710518
92,3.176228814049297e-06,0.8729795175321986,0.783273708954286,0.8143831670953986,0.9437781546557888,0.5661125829045692,0.3573857621363039,0.5972765135084046,0.5122631831618492,0.6013877299265005,0.6252835803898051,1.110399772413075
93,2.722158941271246e-06,0.8675328017118272,0.778090213641022,0.8095925963661644,0.9379923647541678,0.5697963835148329,0.3570514442545644,0.595408858047449,0.5106609365975601,0.603488027874846,0.62163218830392,1.1111379372887311
94,2.320333436223716e-06,0.8717790803966228,0.782665434799921,0.8143084496594547,0.941382396988194,0.5660031692030725,0.3573338086015722,0.5957082629029173,0.5105382113542873,0.5985511155158747,0.626509159366833,1.1099874388892204
95,1.971191689196937e-06,0.8788298257950986,0.7890451363298331,0.8200597368264466,0.9490755858046284,0.5580709488874072,0.3555672517150975,0.5966669356712373,0.5107719153093058,0.5955384593107738,0.6322811395730241,1.098608615808189
96,1.675115481565245e-06,0.8725155220858837,0.7837693951851322,0.8134905552261331,0.9432575341209436,0.5633939242764805,0.356799592362361,0.5958258268947247,0.5107594510009221,0.5990846776112448,0.6268157702834287,1.1121650708373636
97,1.432428568314728e-06,0.8695007055997849,0.7808411266696587,0.8110857539967204,0.9397239496198933,0.5667405925439984,0.3564972220511919,0.5963928396085976,0.5112050112293218,0.5983718885108829,0.6295946225945954,1.0996926259249449
98,1.2433963240219348e-06,0.8705977013941562,0.7813784380642216,0.8118605478091186,0.9413135454226076,0.5658396573548906,0.356540023460147,0.596765951049747,0.5111867083905963,0.5967121052090079,0.6303098269709153,1.0984495067968965
99,1.1082254526706604e-06,0.8787766877854808,0.7886521203296908,0.8201814589205753,0.9494728085532615,0.5572990775108337,0.3559412761852982,0.5962817448780697,0.5104112979952333,0.5976644626352936,0.6307078040899796,1.1044106385670602
100,1.0270637616241606e-06,0.8760334465945705,0.7868947686439149,0.8181353581755348,0.945495469884926,0.5578224709864413,0.355271247096276,0.5966070893337019,0.5107604032018571,0.5991445808322169,0.6278828334106947,1.1063590245321393
